wkt_geom,Site code,Site name,Source,Date,Longitude,Latitude,Latnoneg,Number of,Number o_1,SIGNALT Sc,SIGNALT _1,WKT,East,North,Year
Point (475745 5305864),OUSE08,Kenmere Creek off Lanes Tier Rd,"Department of Primary Industries, Parks, Water and Environment",17/03/1998,146.7052787,-42.39914097,42.39914097,9,22,3.2,4.6,POINT (146.7052787 -42.39914097),475745,5305864,1998
Point (475745 5305864),OUSE08,Kenmere Creek off Lanes Tier Rd,"Department of Primary Industries, Parks, Water and Environment",6/11/1998,146.7052787,-42.39914097,42.39914097,30,35,3.5,4.8,POINT (146.7052787 -42.39914097),475745,5305864,1998
Point (490332.99800000002142042 5321817),OUSE09,Shannon River at Round Bottom,"Department of Primary Industries, Parks, Water and Environment",17/03/1998,146.8828031,-42.25578479,42.25578479,82,40,3.9,5.5,POINT (146.8828031 -42.25578479),490332.998,5321817,1998
Point (490332.99800000002142042 5321817),OUSE09,Shannon River at Round Bottom,"Department of Primary Industries, Parks, Water and Environment",3/11/1998,146.8828031,-42.25578479,42.25578479,78,35,4.2,4.8,POINT (146.8828031 -42.25578479),490332.998,5321817,1998
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",17/03/1998,146.7618338,-42.04971964,42.04971964,41,26,4.5,5.7,POINT (146.7618338 -42.04971964),480290.998,5344676.001,1998
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",26/03/2004,146.7618338,-42.04971964,42.04971964,91,17,5.9,6.7,POINT (146.7618338 -42.04971964),480290.998,5344676.001,2004
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",3/04/2001,146.7618338,-42.04971964,42.04971964,52,16,6,6.6,POINT (146.7618338 -42.04971964),480290.998,5344676.001,2001
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",3/11/1998,146.7618338,-42.04971964,42.04971964,76,36,4.1,5.7,POINT (146.7618338 -42.04971964),480290.998,5344676.001,1998
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",5/09/2000,146.7618338,-42.04971964,42.04971964,23,8,5.9,7.2,POINT (146.7618338 -42.04971964),480290.998,5344676.001,2000
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",6/11/2012,146.7618338,-42.04971964,42.04971964,54,27,4.7,6.6,POINT (146.7618338 -42.04971964),480290.998,5344676.001,2012
Point (480290.99800000002142042 5344676.00100000016391277),OUSE10,Shannon River at Waddamana Rd,"Department of Primary Industries, Parks, Water and Environment",9/10/2003,146.7618338,-42.04971964,42.04971964,37,13,5.3,7,POINT (146.7618338 -42.04971964),480290.998,5344676.001,2003
Point (462471.99699999997392297 5366521),OUSE13,James River above Lake Augusta,"Department of Primary Industries, Parks, Water and Environment",18/03/1998,146.547904,-41.85232466,41.85232466,14,22,4.7,6.3,POINT (146.547904 -41.85232466),462471.997,5366521,1998
Point (462471.99699999997392297 5366521),OUSE13,James River above Lake Augusta,"Department of Primary Industries, Parks, Water and Environment",3/11/1998,146.547904,-41.85232466,41.85232466,45,22,4,5.7,POINT (146.547904 -41.85232466),462471.997,5366521,1998
Point (490229.00199999997857958 5332504.00100000016391277),OUSE95,Shannon River at Christian Marsh,"Department of Primary Industries, Parks, Water and Environment",7/11/2012,146.881722,-42.15953293,42.15953293,61,26,4.7,6.6,POINT (146.881722 -42.15953293),490229.002,5332504.001,2012
Point (489818.00099999998928979 5322039),OUSE96,Shannon River at Hermatige,"Department of Primary Industries, Parks, Water and Environment",8/11/2012,146.8765635,-42.25377885,42.25377885,168,25,5,6.6,POINT (146.8765635 -42.25377885),489818.001,5322039,2012
Point (483100.00099999998928979 5341228),OUSE97,Shannon River at Watkins Road,"Department of Primary Industries, Parks, Water and Environment",11/10/2004,146.7956784,-42.0808395,42.0808395,129,13,3.9,5.8,POINT (146.7956784 -42.0808395),483100.001,5341228,2004
Point (483100.00099999998928979 5341228),OUSE97,Shannon River at Watkins Road,"Department of Primary Industries, Parks, Water and Environment",8/03/2005,146.7956784,-42.0808395,42.0808395,56,18,3.8,5.3,POINT (146.7956784 -42.0808395),483100.001,5341228,2005
Point (479161.00300000002607703 5345367),OUSE98,Shannon River downstream Shannon Lagoon,"Department of Primary Industries, Parks, Water and Environment",11/10/2004,146.7482035,-42.043467,42.043467,31,22,4.2,5.9,POINT (146.7482035 -42.043467),479161.003,5345367,2004
Point (479161.00300000002607703 5345367),OUSE98,Shannon River downstream Shannon Lagoon,"Department of Primary Industries, Parks, Water and Environment",9/03/2005,146.7482035,-42.043467,42.043467,4,14,3.9,5.4,POINT (146.7482035 -42.043467),479161.003,5345367,2005
Point (345263.99800000002142042 5379342),PIEM01,Pieman River ds Reece Dam,"Department of Primary Industries, Parks, Water and Environment",13/10/1998,145.139699,-41.72267485,41.72267485,0,7,3.7,3.3,POINT (145.139699 -41.72267485),345263.998,5379342,1998
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",10/03/2010,145.3914433,-41.46696963,41.46696963,120,24,5.4,6.7,POINT (145.3914433 -41.46696963),365675,5408154,2010
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",10/04/2001,145.3914433,-41.46696963,41.46696963,54,34,5.1,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2001
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",10/10/2000,145.3914433,-41.46696963,41.46696963,47,24,5.6,7.1,POINT (145.3914433 -41.46696963),365675,5408154,2000
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",10/10/2011,145.3914433,-41.46696963,41.46696963,112,28,5.3,6.8,POINT (145.3914433 -41.46696963),365675,5408154,2011
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",11/03/2009,145.3914433,-41.46696963,41.46696963,56,27,5.5,6.7,POINT (145.3914433 -41.46696963),365675,5408154,2009
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",11/10/1995,145.3914433,-41.46696963,41.46696963,97,25,5,6.8,POINT (145.3914433 -41.46696963),365675,5408154,1995
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",12/03/1996,145.3914433,-41.46696963,41.46696963,115,28,4.3,6.5,POINT (145.3914433 -41.46696963),365675,5408154,1996
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",12/03/2008,145.3914433,-41.46696963,41.46696963,57,29,5.1,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2008
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",12/04/2016,145.3914433,-41.46696963,41.46696963,70,21,5.9,7,POINT (145.3914433 -41.46696963),365675,5408154,2016
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",12/11/2007,145.3914433,-41.46696963,41.46696963,78,35,4.9,6.2,POINT (145.3914433 -41.46696963),365675,5408154,2007
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",13/04/1999,145.3914433,-41.46696963,41.46696963,107,28,5.2,6.5,POINT (145.3914433 -41.46696963),365675,5408154,1999
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",13/10/1998,145.3914433,-41.46696963,41.46696963,20,23,5.7,7.2,POINT (145.3914433 -41.46696963),365675,5408154,1998
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",14/10/2008,145.3914433,-41.46696963,41.46696963,28,29,5.5,6.6,POINT (145.3914433 -41.46696963),365675,5408154,2008
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",15/04/1998,145.3914433,-41.46696963,41.46696963,71,27,5.4,6.6,POINT (145.3914433 -41.46696963),365675,5408154,1998
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",15/09/1997,145.3914433,-41.46696963,41.46696963,105,23,6,6.9,POINT (145.3914433 -41.46696963),365675,5408154,1997
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",17/03/2004,145.3914433,-41.46696963,41.46696963,83,33,5.1,6.4,POINT (145.3914433 -41.46696963),365675,5408154,2004
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",19/09/2006,145.3914433,-41.46696963,41.46696963,105,33,5.4,6.6,POINT (145.3914433 -41.46696963),365675,5408154,2006
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",19/10/1994,145.3914433,-41.46696963,41.46696963,64,27,5,6.8,POINT (145.3914433 -41.46696963),365675,5408154,1994
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",19/10/1999,145.3914433,-41.46696963,41.46696963,77,30,5.4,6.7,POINT (145.3914433 -41.46696963),365675,5408154,1999
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",19/11/2001,145.3914433,-41.46696963,41.46696963,147,28,4.7,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2001
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",2/03/2014,145.3914433,-41.46696963,41.46696963,63,24,5.5,6.8,POINT (145.3914433 -41.46696963),365675,5408154,2014
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",2/04/2008,145.3914433,-41.46696963,41.46696963,26,15,3.7,6.7,POINT (145.3914433 -41.46696963),365675,5408154,2008
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",20/03/1997,145.3914433,-41.46696963,41.46696963,120,30,4.9,6.5,POINT (145.3914433 -41.46696963),365675,5408154,1997
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",20/03/2007,145.3914433,-41.46696963,41.46696963,81,34,5,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2007
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",20/09/2005,145.3914433,-41.46696963,41.46696963,72,37,4.7,6.3,POINT (145.3914433 -41.46696963),365675,5408154,2005
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",23/03/2005,145.3914433,-41.46696963,41.46696963,122,31,5.3,6.4,POINT (145.3914433 -41.46696963),365675,5408154,2005
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",25/03/2013,145.3914433,-41.46696963,41.46696963,89,33,4.9,6.4,POINT (145.3914433 -41.46696963),365675,5408154,2013
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",25/09/1997,145.3914433,-41.46696963,41.46696963,56,27,5.1,6.7,POINT (145.3914433 -41.46696963),365675,5408154,1997
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",26/03/2012,145.3914433,-41.46696963,41.46696963,103,30,5,6.6,POINT (145.3914433 -41.46696963),365675,5408154,2012
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",27/10/2004,145.3914433,-41.46696963,41.46696963,78,40,4.9,6.3,POINT (145.3914433 -41.46696963),365675,5408154,2004
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/03/2000,145.3914433,-41.46696963,41.46696963,88,29,5.3,6.6,POINT (145.3914433 -41.46696963),365675,5408154,2000
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/03/2006,145.3914433,-41.46696963,41.46696963,92,35,5.1,6.4,POINT (145.3914433 -41.46696963),365675,5408154,2006
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/04/1998,145.3914433,-41.46696963,41.46696963,48,31,5.3,6.7,POINT (145.3914433 -41.46696963),365675,5408154,1998
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/10/2003,145.3914433,-41.46696963,41.46696963,112,34,4.8,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2003
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/10/2015,145.3914433,-41.46696963,41.46696963,24,25,5.6,6.7,POINT (145.3914433 -41.46696963),365675,5408154,2015
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",3/11/2009,145.3914433,-41.46696963,41.46696963,60,27,5.7,6.8,POINT (145.3914433 -41.46696963),365675,5408154,2009
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",30/04/2002,145.3914433,-41.46696963,41.46696963,87,32,4.9,6.7,POINT (145.3914433 -41.46696963),365675,5408154,2002
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",30/04/2003,145.3914433,-41.46696963,41.46696963,117,34,4.7,6.2,POINT (145.3914433 -41.46696963),365675,5408154,2003
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",4/09/2007,145.3914433,-41.46696963,41.46696963,84,24,5.5,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2007
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",5/11/2002,145.3914433,-41.46696963,41.46696963,94,36,4.9,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2002
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",6/04/1995,145.3914433,-41.46696963,41.46696963,68,27,5.3,6.9,POINT (145.3914433 -41.46696963),365675,5408154,1995
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",6/11/2013,145.3914433,-41.46696963,41.46696963,74,25,5.4,6.3,POINT (145.3914433 -41.46696963),365675,5408154,2013
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",9/04/2001,145.3914433,-41.46696963,41.46696963,161,31,4.8,6.7,POINT (145.3914433 -41.46696963),365675,5408154,2001
Point (365675 5408154),PIEM02,Whyte River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",9/10/2001,145.3914433,-41.46696963,41.46696963,51,36,4.7,6.5,POINT (145.3914433 -41.46696963),365675,5408154,2001
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",1/04/2008,145.3076892,-41.47169425,41.47169425,70,31,5.4,6.6,POINT (145.3076892 -41.47169425),358690.999,5407496,2008
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",10/03/2010,145.3076892,-41.47169425,41.47169425,46,27,5.4,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2010
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",11/03/2009,145.3076892,-41.47169425,41.47169425,23,26,5.2,6.2,POINT (145.3076892 -41.47169425),358690.999,5407496,2009
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",12/03/2008,145.3076892,-41.47169425,41.47169425,17,25,5.6,6.4,POINT (145.3076892 -41.47169425),358690.999,5407496,2008
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",12/04/2016,145.3076892,-41.47169425,41.47169425,32,24,5.4,5.9,POINT (145.3076892 -41.47169425),358690.999,5407496,2016
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",13/10/2011,145.3076892,-41.47169425,41.47169425,93,28,5.4,6.4,POINT (145.3076892 -41.47169425),358690.999,5407496,2011
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",14/10/2008,145.3076892,-41.47169425,41.47169425,34,26,4.8,6.4,POINT (145.3076892 -41.47169425),358690.999,5407496,2008
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",15/04/1998,145.3076892,-41.47169425,41.47169425,116,26,5.2,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,1998
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",15/09/1997,145.3076892,-41.47169425,41.47169425,137,24,5,6.7,POINT (145.3076892 -41.47169425),358690.999,5407496,1997
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",15/11/2007,145.3076892,-41.47169425,41.47169425,100,27,4.9,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2007
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",17/03/2004,145.3076892,-41.47169425,41.47169425,127,37,4.7,6.4,POINT (145.3076892 -41.47169425),358690.999,5407496,2004
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",19/09/2006,145.3076892,-41.47169425,41.47169425,84,34,4.2,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2006
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",20/03/2007,145.3076892,-41.47169425,41.47169425,62,34,4.7,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2007
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",20/09/2005,145.3076892,-41.47169425,41.47169425,49,29,4.7,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2005
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",21/11/2001,145.3076892,-41.47169425,41.47169425,108,31,5.1,6.2,POINT (145.3076892 -41.47169425),358690.999,5407496,2001
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",23/03/2005,145.3076892,-41.47169425,41.47169425,100,31,4.7,6.4,POINT (145.3076892 -41.47169425),358690.999,5407496,2005
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",26/03/2012,145.3076892,-41.47169425,41.47169425,136,31,4.6,6.1,POINT (145.3076892 -41.47169425),358690.999,5407496,2012
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",27/10/2004,145.3076892,-41.47169425,41.47169425,63,35,4.4,6.2,POINT (145.3076892 -41.47169425),358690.999,5407496,2004
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/03/2006,145.3076892,-41.47169425,41.47169425,85,30,4.8,6.2,POINT (145.3076892 -41.47169425),358690.999,5407496,2006
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/10/2003,145.3076892,-41.47169425,41.47169425,83,34,4.6,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2003
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",28/10/2015,145.3076892,-41.47169425,41.47169425,23,24,5,6.3,POINT (145.3076892 -41.47169425),358690.999,5407496,2015
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",3/11/2009,145.3076892,-41.47169425,41.47169425,56,23,4.7,6.5,POINT (145.3076892 -41.47169425),358690.999,5407496,2009
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",4/09/2007,145.3076892,-41.47169425,41.47169425,23,23,5.1,6.7,POINT (145.3076892 -41.47169425),358690.999,5407496,2007
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",6/03/2014,145.3076892,-41.47169425,41.47169425,71,25,5.5,6.6,POINT (145.3076892 -41.47169425),358690.999,5407496,2014
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",6/11/2013,145.3076892,-41.47169425,41.47169425,37,23,5.4,6.9,POINT (145.3076892 -41.47169425),358690.999,5407496,2013
Point (358690.99900000001071021 5407496),PIEM03,Heazlewood River at Waratah Road,"Department of Primary Industries, Parks, Water and Environment",9/04/2001,145.3076892,-41.47169425,41.47169425,92,28,4.6,6.2,POINT (145.3076892 -41.47169425),358690.999,5407496,2001
Point (361824.99900000001071021 5411019),PIEM04,Heazlewood River at Mt Cleaveland Rd,"Department of Primary Industries, Parks, Water and Environment",11/10/1995,145.3460129,-41.44051999,41.44051999,195,23,4.7,6.5,POINT (145.3460129 -41.44051999),361824.999,5411019,1995
Point (361824.99900000001071021 5411019),PIEM04,Heazlewood River at Mt Cleaveland Rd,"Department of Primary Industries, Parks, Water and Environment",12/03/1996,145.3460129,-41.44051999,41.44051999,203,32,4.4,6.3,POINT (145.3460129 -41.44051999),361824.999,5411019,1996
Point (361824.99900000001071021 5411019),PIEM04,Heazlewood River at Mt Cleaveland Rd,"Department of Primary Industries, Parks, Water and Environment",19/10/1994,145.3460129,-41.44051999,41.44051999,55,28,4.9,6.8,POINT (145.3460129 -41.44051999),361824.999,5411019,1994
Point (361824.99900000001071021 5411019),PIEM04,Heazlewood River at Mt Cleaveland Rd,"Department of Primary Industries, Parks, Water and Environment",6/04/1995,145.3460129,-41.44051999,41.44051999,70,29,5.3,6.4,POINT (145.3460129 -41.44051999),361824.999,5411019,1995
Point (355267.00099999998928979 5367545),PIEM05,Piney Creek at Heemskirk Rd,"Department of Primary Industries, Parks, Water and Environment",10/04/1995,145.2570298,-41.83076517,41.83076517,74,15,4.6,5.2,POINT (145.2570298 -41.83076517),355267.001,5367545,1995
Point (355267.00099999998928979 5367545),PIEM05,Piney Creek at Heemskirk Rd,"Department of Primary Industries, Parks, Water and Environment",27/10/1994,145.2570298,-41.83076517,41.83076517,58,22,4.6,5.8,POINT (145.2570298 -41.83076517),355267.001,5367545,1994
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",1/05/2006,145.2907827,-41.70485626,41.70485626,16,23,4.8,6,POINT (145.2907827 -41.70485626),357791.999,5381581,2006
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",10/10/1995,145.2907827,-41.70485626,41.70485626,78,24,5,6.2,POINT (145.2907827 -41.70485626),357791.999,5381581,1995
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",11/04/1995,145.2907827,-41.70485626,41.70485626,56,20,4.4,6.2,POINT (145.2907827 -41.70485626),357791.999,5381581,1995
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",12/03/1996,145.2907827,-41.70485626,41.70485626,97,22,4.3,6.1,POINT (145.2907827 -41.70485626),357791.999,5381581,1996
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",14/11/2004,145.2907827,-41.70485626,41.70485626,35,15,5.5,7,POINT (145.2907827 -41.70485626),357791.999,5381581,2004
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",15/04/2007,145.2907827,-41.70485626,41.70485626,20,21,5.3,6.4,POINT (145.2907827 -41.70485626),357791.999,5381581,2007
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",15/09/1997,145.2907827,-41.70485626,41.70485626,96,18,3.9,6.1,POINT (145.2907827 -41.70485626),357791.999,5381581,1997
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",17/10/2005,145.2907827,-41.70485626,41.70485626,43,25,4.7,6.2,POINT (145.2907827 -41.70485626),357791.999,5381581,2005
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",26/10/1994,145.2907827,-41.70485626,41.70485626,52,23,4.2,6,POINT (145.2907827 -41.70485626),357791.999,5381581,1994
Point (357791.99900000001071021 5381581),PIEM06,Stanley River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",5/04/2005,145.2907827,-41.70485626,41.70485626,28,17,5.3,6.4,POINT (145.2907827 -41.70485626),357791.999,5381581,2005
Point (364868.99800000002142042 5382218.00100000016391277),PIEM07,Wilson River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",10/10/1995,145.3759527,-41.70035449,41.70035449,142,27,4.9,6.4,POINT (145.3759527 -41.70035449),364868.998,5382218.001,1995
Point (364868.99800000002142042 5382218.00100000016391277),PIEM07,Wilson River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",11/04/1995,145.3759527,-41.70035449,41.70035449,83,27,5,6.3,POINT (145.3759527 -41.70035449),364868.998,5382218.001,1995
Point (364868.99800000002142042 5382218.00100000016391277),PIEM07,Wilson River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",12/03/1996,145.3759527,-41.70035449,41.70035449,119,32,4.8,6.5,POINT (145.3759527 -41.70035449),364868.998,5382218.001,1996
Point (364868.99800000002142042 5382218.00100000016391277),PIEM07,Wilson River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",15/09/1997,145.3759527,-41.70035449,41.70035449,74,26,4.9,6.8,POINT (145.3759527 -41.70035449),364868.998,5382218.001,1997
Point (364868.99800000002142042 5382218.00100000016391277),PIEM07,Wilson River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",26/10/1994,145.3759527,-41.70035449,41.70035449,39,27,5.3,6.7,POINT (145.3759527 -41.70035449),364868.998,5382218.001,1994
Point (370277.99599999998463318 5378734.00100000016391277),PIEM08,Huskisson River at Pieman Rd,"Department of Primary Industries, Parks, Water and Environment",19/03/1997,145.4401776,-41.7326238,41.7326238,129,24,5.3,6.5,POINT (145.4401776 -41.7326238),370277.996,5378734.001,1997
